Date,Value
1994-01-01,341000
1994-01-08,343000
1994-01-15,355000
1994-01-22,351000
1994-01-29,406000
1994-02-05,361000
1994-02-12,354000
1994-02-19,352000
1994-02-26,327000
1994-03-05,348000
1994-03-12,341000
1994-03-19,332000
1994-03-26,322000
1994-04-02,342000
1994-04-09,349000
1994-04-16,354000
1994-04-23,331000
1994-04-30,344000
1994-05-07,371000
1994-05-14,360000
1994-05-21,357000
1994-05-28,348000
1994-06-04,345000
1994-06-11,338000
1994-06-18,336000
1994-06-25,341000
1994-07-02,334000
1994-07-09,341000
1994-07-16,359000
1994-07-23,345000
1994-07-30,332000
1994-08-06,338000
1994-08-13,335000
1994-08-20,331000
1994-08-27,341000
1994-09-03,339000
1994-09-10,331000
1994-09-17,326000
1994-09-24,325000
1994-10-01,330000
1994-10-08,341000
1994-10-15,335000
1994-10-22,330000
1994-10-29,331000
1994-11-05,328000
1994-11-12,329000
1994-11-19,326000
1994-11-26,329000
1994-12-03,324000
1994-12-10,329000
1994-12-17,330000
1994-12-24,314000
1994-12-31,319000
1995-01-07,338000
1995-01-14,347000
1995-01-21,325000
1995-01-28,324000
1995-02-04,324000
1995-02-11,348000
1995-02-18,343000
1995-02-25,336000
1995-03-04,339000
1995-03-11,347000
1995-03-18,343000
1995-03-25,332000
1995-04-01,335000
1995-04-08,347000
1995-04-15,355000
1995-04-22,349000
1995-04-29,365000
1995-05-06,364000
1995-05-13,366000
1995-05-20,377000
1995-05-27,374000
1995-06-03,362000
1995-06-10,367000
1995-06-17,378000
1995-06-24,358000
1995-07-01,355000
1995-07-08,372000
1995-07-15,389000
1995-07-22,390000
1995-07-29,351000
1995-08-05,351000
1995-08-12,353000
1995-08-19,362000
1995-08-26,359000
1995-09-02,355000
1995-09-09,371000
1995-09-16,376000
1995-09-23,353000
1995-09-30,355000
1995-10-07,374000
1995-10-14,369000
1995-10-21,366000
1995-10-28,377000
1995-11-04,380000
1995-11-11,370000
1995-11-18,379000
1995-11-25,379000
1995-12-02,373000
1995-12-09,346000
1995-12-16,373000
1995-12-23,374000
1995-12-30,359000
1996-01-06,361000
1996-01-13,333000
1996-01-20,415000
1996-01-27,387000
1996-02-03,374000
1996-02-10,387000
1996-02-17,383000
1996-02-24,365000
1996-03-02,368000
1996-03-09,361000
1996-03-16,384000
1996-03-23,426000
1996-03-30,393000
1996-04-06,369000
1996-04-13,357000
1996-04-20,368000
1996-04-27,343000
1996-05-04,338000
1996-05-11,352000
1996-05-18,345000
1996-05-25,343000
1996-06-01,340000
1996-06-08,351000
1996-06-15,342000
1996-06-22,341000
1996-06-29,337000
1996-07-06,342000
1996-07-13,347000
1996-07-20,332000
1996-07-27,327000
1996-08-03,326000
1996-08-10,331000
1996-08-17,336000
1996-08-24,337000
1996-08-31,329000
1996-09-07,333000
1996-09-14,338000
1996-09-21,352000
1996-09-28,348000
1996-10-05,335000
1996-10-12,334000
1996-10-19,335000
1996-10-26,352000
1996-11-02,334000
1996-11-09,327000
1996-11-16,342000
1996-11-23,347000
1996-11-30,332000
1996-12-07,355000
1996-12-14,352000
1996-12-21,350000
1996-12-28,357000
1997-01-04,347000
1997-01-11,324000
1997-01-18,345000
1997-01-25,340000
1997-02-01,333000
1997-02-08,315000
1997-02-15,313000
1997-02-22,322000
1997-03-01,321000
1997-03-08,317000
1997-03-15,319000
1997-03-22,315000
1997-03-29,325000
1997-04-05,325000
1997-04-12,330000
1997-04-19,316000
1997-04-26,337000
1997-05-03,342000
1997-05-10,318000
1997-05-17,322000
1997-05-24,316000
1997-05-31,321000
1997-06-07,329000
1997-06-14,335000
1997-06-21,316000
1997-06-28,322000
1997-07-05,346000
1997-07-12,328000
1997-07-19,301000
1997-07-26,306000
1997-08-02,320000
1997-08-09,329000
1997-08-16,343000
1997-08-23,327000
1997-08-30,332000
1997-09-06,313000
1997-09-13,314000
1997-09-20,317000
1997-09-27,317000
1997-10-04,311000
1997-10-11,305000
1997-10-18,318000
1997-10-25,306000
1997-11-01,313000
1997-11-08,308000
1997-11-15,325000
1997-11-22,309000
1997-11-29,318000
1997-12-06,317000
1997-12-13,323000
1997-12-20,310000
1997-12-27,303000
1998-01-03,312000
1998-01-10,331000
1998-01-17,341000
1998-01-24,307000
1998-01-31,315000
1998-02-07,311000
1998-02-14,321000
1998-02-21,327000
1998-02-28,317000
1998-03-07,308000
1998-03-14,319000
1998-03-21,321000
1998-03-28,312000
1998-04-04,312000
1998-04-11,304000
1998-04-18,317000
1998-04-25,311000
1998-05-02,304000
1998-05-09,306000
1998-05-16,315000
1998-05-23,309000
1998-05-30,322000
1998-06-06,306000
1998-06-13,321000
1998-06-20,349000
1998-06-27,376000
1998-07-04,362000
1998-07-11,320000
1998-07-18,315000
1998-07-25,335000
1998-08-01,327000
1998-08-08,316000
1998-08-15,308000
1998-08-22,302000
1998-08-29,310000
1998-09-05,313000
1998-09-12,304000
1998-09-19,305000
1998-09-26,294000
1998-10-03,302000
1998-10-10,316000
1998-10-17,318000
1998-10-24,309000
1998-10-31,308000
1998-11-07,316000
1998-11-14,334000
1998-11-21,304000
1998-11-28,310000
1998-12-05,326000
1998-12-12,305000
1998-12-19,297000
1998-12-26,336000
1999-01-02,331000
1999-01-09,345000
1999-01-16,339000
1999-01-23,311000
1999-01-30,305000
1999-02-06,291000
1999-02-13,312000
1999-02-20,302000
1999-02-27,301000
1999-03-06,300000
1999-03-13,308000
1999-03-20,305000
1999-03-27,298000
1999-04-03,310000
1999-04-10,319000
1999-04-17,314000
1999-04-24,291000
1999-05-01,296000
1999-05-08,310000
1999-05-15,301000
1999-05-22,298000
1999-05-29,303000
1999-06-05,303000
1999-06-12,290000
1999-06-19,292000
1999-06-26,291000
1999-07-03,287000
1999-07-10,288000
1999-07-17,309000
1999-07-24,306000
1999-07-31,300000
1999-08-07,295000
1999-08-14,292000
1999-08-21,286000
1999-08-28,290000
1999-09-04,290000
1999-09-11,281000
1999-09-18,281000
1999-09-25,306000
1999-10-02,309000
1999-10-09,291000
1999-10-16,287000
1999-10-23,280000
1999-10-30,285000
1999-11-06,282000
1999-11-13,281000
1999-11-20,276000
1999-11-27,288000
1999-12-04,287000
1999-12-11,272000
1999-12-18,287000
1999-12-25,268000
2000-01-01,286000
2000-01-08,298000
2000-01-15,289000
2000-01-22,284000
2000-01-29,285000
2000-02-05,312000
2000-02-12,300000
2000-02-19,283000
2000-02-26,280000
2000-03-04,286000
2000-03-11,270000
2000-03-18,271000
2000-03-25,272000
2000-04-01,266000
2000-04-08,268000
2000-04-15,259000
2000-04-22,274000
2000-04-29,291000
2000-05-06,293000
2000-05-13,276000
2000-05-20,280000
2000-05-27,280000
2000-06-03,290000
2000-06-10,284000
2000-06-17,294000
2000-06-24,296000
2000-07-01,281000
2000-07-08,293000
2000-07-15,303000
2000-07-22,300000
2000-07-29,298000
2000-08-05,306000
2000-08-12,315000
2000-08-19,318000
2000-08-26,312000
2000-09-02,301000
2000-09-09,309000
2000-09-16,311000
2000-09-23,288000
2000-09-30,292000
2000-10-07,309000
2000-10-14,299000
2000-10-21,295000
2000-10-28,301000
2000-11-04,331000
2000-11-11,318000
2000-11-18,332000
2000-11-25,356000
2000-12-02,338000
2000-12-09,321000
2000-12-16,354000
2000-12-23,364000
2000-12-30,353000
2001-01-06,337000
2001-01-13,318000
2001-01-20,343000
2001-01-27,362000
2001-02-03,376000
2001-02-10,365000
2001-02-17,358000
2001-02-24,386000
2001-03-03,384000
2001-03-10,393000
2001-03-17,393000
2001-03-24,378000
2001-03-31,388000
2001-04-07,398000
2001-04-14,383000
2001-04-21,400000
2001-04-28,406000
2001-05-05,381000
2001-05-12,390000
2001-05-19,402000
2001-05-26,405000
2001-06-02,406000
2001-06-09,411000
2001-06-16,394000
2001-06-23,381000
2001-06-30,394000
2001-07-07,401000
2001-07-14,405000
2001-07-21,398000
2001-07-28,388000
2001-08-04,401000
2001-08-11,394000
2001-08-18,402000
2001-08-25,395000
2001-09-01,402000
2001-09-08,408000
2001-09-15,395000
2001-09-22,453000
2001-09-29,517000
2001-10-06,476000
2001-10-13,482000
2001-10-20,482000
2001-10-27,483000
2001-11-03,440000
2001-11-10,428000
2001-11-17,431000
2001-11-24,491000
2001-12-01,465000
2001-12-08,393000
2001-12-15,389000
2001-12-22,416000
2001-12-29,421000
2002-01-05,397000
2002-01-12,418000
2002-01-19,405000
2002-01-26,414000
2002-02-02,404000
2002-02-09,397000
2002-02-16,397000
2002-02-23,398000
2002-03-02,392000
2002-03-09,399000
2002-03-16,392000
2002-03-23,415000
2002-03-30,479000
2002-04-06,445000
2002-04-13,442000
2002-04-20,416000
2002-04-27,414000
2002-05-04,409000
2002-05-11,413000
2002-05-18,411000
